Phrase n°,Temoin,dracula1.txt,dracula2.txt
248,"Là, nous rencontrâmes une charrette dans laquelle on me fit monter et qui me ramena à l’hôtel des Quatre Saisons",=,=
249,"Le jeune officier m’accompagnait, un de ses hommes gardant son cheval tandis que les autres regagnaient la caserne",=,=
250,"Herr Delbrück mit une telle hâte à venir nous accueillir que nous comprîmes tout de suite qu’il nous avait attendus avec impatience",=,=
251,"Me prenant les deux mains, il ne les lâcha pas avant que je ne fusse entré dans le corridor",=,=
252,"L’officier me salua et il allait se retirer quand je le priai de n’en rien faire ; j’insistai au contraire pour qu’il montât dans ma chambre avec nous",=,=
253,"Je lui fis servir un verre de vin, et lui dis combien je lui étais reconnaissant, ainsi qu’à ses hommes si courageux, de m’avoir sauvé la vie",=,=
254,"Il me répondit simplement qu’il en était lui-même trop heureux ; que c’était Herr Delbrück qui, le premier, avait pris les mesures nécessaires et que ces recherches, en définitive, n’avaient pas été désagréables du tout ; en entendant cette déclaration ambiguë, le patron de l’hôtel sourit cependant que l’officier nous priait de lui permettre de nous quitter : l’heure le rappelait à la caserne",=,=
255,"– Mais, Herr Delbrück, demandai-je alors, comment se fait-il que ces soldats soient venus à ma recherche",=,=
256,"Et pourquoi",=,=
257,"Il haussa les épaules, comme s’il attachait peu d’importance à sa propre démarche, et me répondit :  – Le commandant du régiment dans lequel j’ai servi m’a permis de faire appel à des volontaires",=,=
258,"– Mais comment saviez-vous que je m’étais égaré",=,=
259,"– Le cocher est revenu ici avec ce qui restait de sa voiture : elle avait été presque complètement démolie quand les chevaux s’étaient emballés",=,=
260,"– Pourtant ce n’est certes pas à cause de cela seulement que vous avez envoyé des soldats à ma recherche",=,=
261,"– Oh",=,=
262,"non… Regardez… Avant même que le cocher ne soit revenu, j’avais reçu ce télégramme du boyard dont vous allez être l’hôte…  Et il tira de sa poche un télégramme qu’il me tendit",=,=
263,"Je lus :  « Bistritz",=,=
264,"« Veillez attentivement sur celui qui sera mon hôte ; sa sûreté est pour moi très précieuse",=,=
265,"S’il lui arrivait quelque chose de fâcheux ou s’il disparaissait, faites tout ce que vous pouvez pour le retrouver et lui sauver la vie",=,=
266,"C’est un Anglais, donc il aime l’aventure",=,=
267,"La neige, la nuit et les loups peuvent être pour lui autant de dangers",=,=
268,"Ne perdez pas un instant si vous avez quelque inquiétude à son sujet",=,=
269,"Ma fortune me permettra de récompenser votre zèle",=,=
270,"« DRACULA »  Je tenais encore cette dépêche en main, quand j’eus l’impression que la chambre tournait autour de moi ; et si le patron de l’hôtel ne m’avait pas soutenu, je crois que je serais tombé",=,=
271,"Tout cela était si étrange, si mystérieux, si incroyable, que j’avais peu à peu le sentiment d’être le jouet et l’enjeu de puissances contraires – et cette seule et vague idée en quelque sorte me paralysait",=,=
272,"Certes, je me trouvais sous une protection mystérieuse",=,=
273,"Presque à la minute opportune, un message venu d’un pays lointain m’avait préservé du danger de m’endormir sous la neige et m’avait tiré de la gueule du loup",=,=
274,"I      Journal de Jonathan Harker    (Sténographié)     Bistritz, 3 mai   Quitté Munich à huit heures du soir, le 1er mai ; arrivé à Vienne, de bonne heure, le lendemain matin",=,"Chapitre 1  Journal de Jonathan Harker (Sténographié)      Bistritz, 3 mai     Quitté Munich à huit heures du soir, le 1er mai ; arrivé à Vienne, de bonne heure, le lendemain matin"
275,"Nous aurions dû y être à six heures quarante-six, mais le train avait une heure de retard",=,=
276,"À en juger d’après ce que j’en ai pu apercevoir du wagon et, d’après les quelques rues où je me suis promené, une fois débarqué, Budapest est une très belle ville",=,=
277,"Mais je craignais de trop m’éloigner de la gare : malgré ce retard, nous devions repartir comme prévu",=,=
278,"J’eus l’impression très nette de quitter l’Occident pour entrer dans le monde oriental",=,=
279,"Après avoir franchi les magnifiques ponts du Danube, ces modèles d’architecture occidentale – le Danube ici est particulièrement large et profond –, on pénètre immédiatement dans une région où prévalent les coutumes turques",=,=
280,"Ayant quitté Budapest sans trop de retard, nous arrivâmes le soir à Klausenburgh",=,=
281,"Je m’y arrêtai pour passer la nuit à l’Hôtel Royal",=,=
282,"On me servit au dîner, ou plutôt au souper, un poulet au poivre rouge – délicieux, mais cela vous donne une soif",=,=
283,"(j’en ai demandé la recette à l’intention de Mina)",=,=
284,"Le garçon m’a appris que cela s’appelait du paprika hendl, que c’était un plat national, et donc que j’en trouverais partout dans les Carpates",=,=
285,"Ma légère connaissance de l’allemand me fut fort utile en cette occasion ; sans cela, vraiment, j’ignore comment je m’en serais tiré",=,=
286,"À Londres, quelques moments de loisir m’avaient permis d’aller au British Museum, et à la bibliothèque j’avais consulté des cartes de géographie et des livres traitant de la Transylvanie ; il me paraissait intéressant de connaître certaines choses du pays puisque j’aurais affaire à un gentilhomme de là-bas",=,=
287,"Je m’en rendis compte ; la région dont il parlait dans ses lettres était située à l’est du pays, à la frontière des trois États – Transylvanie, Moldavie, Bukovine – dans les Carpates",=,=
288,"Une des parties de l’Europe les moins connues, et les plus sauvages",=,=
289,"Mais aucun livre, aucune carte ne put me renseigner sur l’endroit exact où se trouvait le château du comte Dracula, car il n’existe aucune carte détaillée de ce pays",=,=
290,"Mes recherches m’apprirent toutefois que Bistritz où, me disait le comte Dracula, je devrais prendre la diligence, était une vieille petite ville, très connue",=,=
291,"Je noterais là mes principales impressions, cela me rafraîchira la mémoire quand je parlerai de mes voyages à Mina",=,=
292,"Quatre races se sont implantées en Transylvanie : au sud, les Saxons auxquels se sont mêlés des Valaques qui eux-mêmes descendent des Daces, à l’ouest, les Magyars ; à l’est et au nord, enfin, les Szeklers",=,=
293,"C’est parmi ceux-ci que je dois séjourner",=,=
294,"Ils prétendent descendre d’Attila et des Huns",=,=
295,"Peut-être est-ce vrai, car lorsque les Magyars conquirent le pays au XIe siècle, ils y trouvèrent les Huns déjà établis",=,=
296,"Il paraît que toutes les superstitions du monde se retrouvent dans les Carpates, et ne manquent pas de faire bouillonner l’imagination populaire",=,=
297,"S’il en est ainsi, mon séjour pourra être des plus intéressants",=,=
298,"(Je ne manquerai pas d’interroger le comte au sujet de ces nombreuses superstitions",=,=
299,")  Je dormis mal ; non que mon lit ne fût pas confortable, mais je fis toutes sortes de rêves étranges",=,=
300,"Un chien ne cessa, durant toute la nuit, de hurler sous ma fenêtre : est-ce la cause de mon insomnie, ou fût-ce le paprika",=,=
301,"car j’eus beau boire toute l’eau de ma carafe, la soif me desséchait toujours la gorge",=,=
302,"Vers le matin, enfin, je me suis sans doute profondément endormi, car je me suis réveillé en entendant frapper à ma porte, et il me sembla qu’on devait frapper depuis longtemps",=,=
303,"Au petit déjeuner, j’eus à nouveau du paprika, ainsi qu’une espèce de porridge fait de farine de maïs qu’on appelle mamaliga, et d’aubergines farcies – plat excellent qui porte le nom de impletata",=,=
304,"(J’en ai noté également la recette pour Mina)",=,=
305,"Je déjeunai en hâte, car le train partait quelques minutes avant huit heures ; ou, plus exactement, il aurait dû partir quelques minutes avant huit heures mais, lorsque, après une véritable course, j’arrivai à la gare à sept heures et demie, j’attendis plus d’une heure dans le compartiment où je m’étais installé, avant que le train ne démarrât",=,=
306,"Il me semble que plus on va vers l’est, plus les trains ont du retard",=,=
307,"Qu’est-ce que cela doit être en Chine",=,=
308,"Nous roulâmes toute la journée à travers un fort beau pays, d’aspects variés",=,=
309,"Tantôt nous apercevions soit des petites villes, soit des châteaux juchés au sommet de collines escarpées, comme on en voit représentés dans les anciens missels ; tantôt nous longions des cours d’eau plus ou moins importants, mais qui tous, à en juger par les larges parapets de pierre qui les bordent, sont sans doute sujets à de fortes crues",=,=
310,"À chaque gare où nous nous arrêtions, les quais fourmillaient de gens vêtus de costumes de toutes sortes",=,=
311,"Les uns ressemblaient tout simplement à des paysans comme on en voit chez nous ou en France ou en Allemagne -Ils portaient des vestes courtes sur des pantalons de coupe assez grossière, et des chapeaux ronds ; mais d’autres groupes étaient des plus pittoresques",=,=
312,"Les femmes paraissaient jolies pour autant que vous ne les voyiez pas de trop près, mais la plupart étaient si fortes qu’elles n’avaient pour ainsi dire pas de taille",=,=
313,"Toutes portaient de volumineuses manches blanches et de larges ceintures garnies de bandes de tissus d’autres couleurs, et qui flottaient tout autour d’elles, au-dessus de leurs jupes",=,=
314,"Les Slovaques étaient bien les plus étranges de tous, avec leurs grands chapeaux de cow-boy, leurs pantalons bouffants d’un blanc sale, leurs chemises de lin blanc et leurs lourdes ceintures de cuir, hautes de près d’un pied et cloutées de cuivre",=,=
315,"Ils étaient chaussés de hautes bottes dans lesquelles ils rentraient le bas de leurs pantalons ; leurs longs cheveux noirs et leurs épaisses moustaches noires ajoutaient encore à leur aspect pittoresque mais sans leur donner, en vérité, un air très agréable",=,=
316,"Si j’avais voyagé en diligence, je les aurais pris aisément pour des brigands, bien que, m’a-t-on dit, ils ne fassent jamais de mal à personne ; au contraire, ils sont plutôt pusillanimes",=,=
317,"Il faisait déjà nuit lorsque nous arrivâmes à Bistritz qui, je l’ai dit, est une vieille ville au passé intéressant",=,=
318,"Située presque à la frontière – en effet, en quittant Bistritz, il suffit de franchir le col de Borgo pour arriver en Bukovine –, elle a connu des périodes orageuses dont elle porte encore les marques",=,=
319,"Il y a cinquante ans, de grands incendies la ravagèrent coup sur coup",=,=
320,"Au début du XVIIe siècle, elle avait soutenu un siège de trois semaines, perdu treize mille de ses habitants, sans parler de ceux qui tombèrent victimes de la famine et de la maladie",=,=
321,"Le comte Dracula m’avait indiqué l’hôtel de la Couronne d’or ; je fus ravi de voir que c’était une très vieille maison, car, naturellement, je souhaitais connaître, autant que possible, les coutumes du pays",=,=
322,"De toute évidence, on m’attendait : lorsque j’arrivai devant la porte, je me trouvai en face d’une femme d’un certain âge, au visage plaisant, habillée comme les paysannes de l’endroit d’une blouse blanche et d’un long tablier de couleur, qui enveloppait et moulait le corps",=,=
323,"Elle s’inclina et me demanda aussitôt :  – Vous êtes le monsieur Anglais",=,=
324,"– Oui, répondis-je, Jonathan Harker",=,=
325,"Elle sourit et dit quelque chose à un homme en manches de chemise qui l’avait suivie",=,=
326,"Il disparut, mais revint aussitôt et me tendit une lettre",=,=
327,"Voici ce que je lus :  « Mon ami,  « Soyez le bienvenu dans les Carpates",=,=
328,"Je vous attends avec impatience",=,=
329,"Dormez bien cette nuit",=,=
330,"La diligence part pour la Bukovine demain après-midi à trois heures ; votre place est retenue",=,=
331,"Ma voiture vous attendra au col de Borgo pour vous amener jusqu’ici",=,=
